Title,Rating,Genres,Tags,Watchers,Popularity,Cast,Synopsis
The Beauty Inside,8.37,"Comedy, Melodrama, Romance, Supernatural","Calm Male Lead, Contract Relationship, Famous Female Lead, Prosopagnosia, Rich Female Lead, Rich Male Lead, Secondary Couple, Secret, Sismance, Strong Female Lead, Successful Male Lead",89618.0,0.044,"Ahn Jae Hyun, Lee Da Hee, Lee Min Ki, Lee Tae Ri, Moon Ji In, Seo Hyun Jin","Han Se Gye is a top actress, also known as a troublemaker, with many rumors around her. To others, her life appears as a mystery, when in fact she is faced with a strange occurrence where she must change into a different body and new identity for one week a month. She encounters Seo Do Jae, a brilliant man who is an executive at an airline company. He seems to have it all: a perfect appearance, knowledge, and a good job; but he has a secret too. He suffers from Prosopagnosia, the inability to recognize faces. However, he manages to hide this from the world, every day he makes an effort to remember people by their personalities. Seo Do Jae's life begins to change when he meets Han Se Gye. She is the only person whose face he can recognize. But with Han Se Gye's constant disappearance and change, how long can she keep her secret?"
The Bridal Mask ,8.6,"Action, Historical, Political, Romance","Adapted From A Manhwa, Drama, First Love, Hidden Identity, Investigation, Japanese Colonial Rule, Love Triangle, Murder, Rebellion, Revenge",27881.0,-0.226,"Han Chae Ah, Jin Se Yeon, Joo Won, Park Ki Woong","Lee Kang To is an ambitious and callous Korean officer employed by the Japanese colonists. Despite his mother's disapproval of his work and his own brother's antagonistic history with the Japanese, Kang To continues to play by the colonist's rules in hopes of becoming successful and bringing his family out of poverty. However, a mysterious figure wearing a traditional Bridal Mask always seems to get in Kang To's way. The Bridal Mask appears as a Zorro-like figure who protects the people from the Japanese colonists' oppression and abuse of power. An unexpected turn of events brings Kang To to cross paths with the mysterious Bridal Mask, changing his future and the nation's history forever."
The Bride of Habaek,7.4,"Comedy, Drama, Fantasy, Romance","Arrogant Male Lead, Eccentric Male Lead, Elemental Power, Healing, Interspecies Romance, Orphan Female Lead, Poor Female Lead, Steamy Kiss, Supernatural, Supernatural Power",97361.0,0.252,"Gong Myung, Im Joo Hwan, Krystal Jung, Nam Joo Hyuk, Park Kyu Sun, Shin Sae Kyeong, Shin Se Kyung","What would you do if you had to continue a strange family legacy?Yoon So Ah is a pragmatic neuropsychiatrist who carries a tremendous financial burden to run her own practice. Her family has been tasked with serving Ha Baek, a reincarnated water god, for many generations, and So Ah is forced to do the same. Ha Baek starts to develop feelings for So Ah, but he has competition for her heart from Hoo Ye, the CEO of a resort company, who clashes with So Ah over a piece of land but then falls in love with her. Moo Ra is a goddess from the Water Kingdom who has been living on Earth for hundreds of years. Working as an actress, Moo Ra loves Ha Baek and doesn’t appreciate So Ah stealing him away from her. Meanwhile, Bi Ryum is a wind god who has always had a one-sided crush on Moo Ra despite knowing her feelings for Ha Baek.Can a relationship between a mortal female and a god have a future?(Source: Viki)~~ Adapted from the manhwa ""Bride of the Water God"" (하백의 신부) by Yoon Mi Kyung (윤미경)."
The Devil Judge ,8.8,"Crime, Drama, Law, Mystery","Bromance, Corruption, Dystopia, Hardworking Male Lead, Manipulative Female Lead, Rivalry, Smart Male Lead, Strong Female Lead, Tough Past, Tragic Past",45384.0,-0.199,"Ji Sung, Kim Min Jung, Park Gyu Young, Park Jin Young","Set in a dystopian version of present-day Korea where daily life is chaos and society has collapsed to the point that people openly voice their distrust and hatred for their leaders. In this world bereft of law and order, Head Trial Judge Kang signals the need for change. His courtroom is the subject of a reality show where he mercilessly punishes the guilty, earning him the ""Devil Judge"" nickname. As a divisive figure with an aura of mystery that belies his true identity and ambitions, the public is unsure whether he is a true hero or someone, knowingly sowing the seeds of discontent in his courtroom.
A bitter rivalry has taken shape between the ""Devil Judge"" and the highly ambitious Jung Sun Ah, who has risen from poverty to become a corporate social responsibility foundation director. Into this turbulent world enter two childhood friends on a quest for true justice: rookie Judge Kim Ga On and Police Officer Yoon Soo Hyun. Do they have what it takes to challenge both the scheming Jung Sun Ah and the notorious ""Devil Judge""?"
The Fiery Priest ,8.7,"Action, Comedy, Crime, Mystery","Aggressive Male Lead, Badass Male Lead, Bromance, Corruption, Eccentric Male Lead, Frenemy, Investigation, Sassy Female Lead, Sismance, Tragic Past",25291.0,-0.255,"Geum Sae Rok, Go Jun, Kim Nam Gil, Kim Sung Kyun, Lee Ha Nee","Kim Hae Il is a Catholic priest. He makes spiteful remarks, and he can be rude to others. Koo Dae Young is a detective. He talks a lot, and he is also timid. Park Kyung Sun is a prosecutor. She is smart and beautiful. She is also ambitious as a prosecutor and good at her job.
The three of them team up and work together to solve a murder case involving a senior Catholic priest."
The First Responders ,8.6,"Action, Drama, Mystery, Thriller","Detective Fiction, Detective Male Lead, Firefighter Male Lead, Investigation, Paramedic Female Lead, Slight Romance, Suspense, Teamwork",10203.0,-0.292,"Gong Seung Yeon, Kim Rae Won, Son Ho Jun","Follow the joint operations of a police force and a fire department, who together will tell a thrilling story.
Fierce detective Jin Ho Gae is all about catching low-lifes. He solves cases with his excellent ability to grasp crime scenes, read a criminal's mind, and has a strong will to win. While the fearless firefighter Bong Do Jin, who seems cold on the outside, is nice to those around him, and he takes good care of victims. He rushes to fire sites without a moment of hesitation. Joining the duo is Song Seol, an empathetic paramedic who heals broken hearts while treating wounds."
The Glory,8.9,"Drama, Melodrama, Thriller","Antiheroine Female Lead, Doctor Male Lead, Nonlinear Narrative, Revenge, School Bullying, School Violence, Sexual Content, Social Issues, Teacher Female Lead, Time Skip",115593.0,0.041,"Im Ji Yeon, Jung Sung Il, Lee Do Hyun, Park Sung Hoon, Song Hye Kyo, Yeom Hye Ran","A high school student dreams of becoming an architect. However, she had to drop out of school after suffering from brutal school violence. Years later, the perpetrator gets married and has a kid. Once the kid is in elementary school, the former victim becomes her homeroom teacher and starts her thorough revenge towards the perpetrators and bystanders of her bullying days."
The Glory ,8.9,"Drama, Melodrama, Thriller","Antiheroine Female Lead, Doctor Male Lead, Nonlinear Narrative, Revenge, School Bullying, School Violence, Sexual Content, Social Issues, Strong Female Lead, Teacher Female Lead",40456.0,-0.236,"Im Ji Yeon, Jung Sung Il, Lee Do Hyun, Park Sung Hoon, Song Hye Kyo, Yeom Hye Ran","A high school student dreams of becoming an architect. However, she had to drop out of school after suffering from brutal school violence. Years later, the perpetrator gets married and has a kid. Once the kid is in elementary school, the former victim becomes her homeroom teacher and starts her thorough revenge towards the perpetrators and bystanders of her bullying days."
The Glory Part 2,9.0,"Drama, Melodrama, Thriller","Badass Female Lead, Brief Nudity, Doctor Male Lead, Domestic Violence, Graphic Violence, Hardworking Female Lead, Noir, Nudity, Perpetrator-Victim Relationship, Revenge, Scheme, Sexual Assault, Slight Romance, Strong Female Lead, Suspense, Trauma",85137.0,-0.09,"Im Ji Yeon, Jung Sung Il, Lee Do Hyun, Park Sung Hoon, Song Hye Kyo, Yeom Hye Ran","Moon Dong Eun's silent fury against those students that horrifically abused her during her high school years continues to burn inside of her. She meticulously executes her plan to inflict ultimate pain on her tormentors. Meanwhile, the sudden disappearance of Son Myeong Oh has gotten the attention of the police and his friends. Joo Yeo Jeong follows Moon Dong Eun and is willing to do anything she asks in her pursuit of revenge. Before Moon Dong Eun begins her final moves, she offers her nemesis Park Yeon Jin a chance to save herself if she turns in to the police, but Park Yeon Jin has her own plans to stop Moon Dong Eun. A violent and bloody game of nerves plays out between these rivals."
The Guest ,8.7,"Horror, Mystery, Supernatural, Thriller","Death, Demon, Exorcism, Ghost, Ghost-seeing Male Lead, Hot-Tempered Male Lead, Murder, Orphan Female Lead, Shamanism, Strong Female Lead",30765.0,-0.234,"Jung Eun Chae, Kim Dong Wook, Kim Jae Wook","Yoon Hwa Pyung, a young psychic born into a shaman family, learns about the powerful demon called ""Son"" (Guest). The demon has the power to control other demons and allows them to possess weak people. The possessed people then go mad, kill their families, and stab themselves in the eye. Fatefully, Hwa Pyung, Choi Yoon; a young boy born in a religious Catholic family, and Kang Kil Yeong; the daughter of a detective, meet when their families are killed by a demon.
Twenty years later, the demon killings started again. Hwa Pyung is now a taxi driver who uses his power to seek out possessed people in order to help them, while Yoon is a Catholic priest who is talented in exorcism, and Kil Yeong is a detective who doesn't believe in ghosts. The trio meets again and tries to work together to defeat ""Son""."
The K2,8.2,"Action, Psychological, Romance, Thriller","Aggressive Male Lead, Badass Male Lead, Birth Secret, Hardworking Male Lead, Naive Female Lead, Political, Power Struggle, Revenge, Suspense, Trauma",120652.0,0.19,"Im Yoon Ah, Ji Chang Wook, Jo Sung Ha, Kim Gab Soo, Lee Jung Jin, Song Yoon Ah","Kim Je Ha is a former mercenary soldier known as “K2” who suddenly turns into a fugitive when he is wrongfully accused of killing his girlfriend while he is serving in Iraq. He finds his way back to Korea and gets a job as a bodyguard for Choi Yoo Jin, the owner of JSS Security and the wife of Jang Se Joon, who is running for president.Je Ha uses his new job to plan his revenge on Park Kwan Soo, the leader of the current ruling party and Se Joon’s rival, whom Je Ha believes ordered the murder of his girlfriend.When Je Ha is assigned to guard Go An Na, the reclusive illegitimate daughter of Se Joon, they begin to develop feelings for each other. But what happens when the person who wants to harm An Na the most is Yoo Jin, Je Ha’s boss and revenge ally? Where will Je Ha’s loyalty lay?(Source: Viki)"
The King of Pigs ,8.6,"Drama, Mystery, Thriller","Child Abuse, Childhood Trauma, Detective Female Lead, Detective Male Lead, Flashback To Past, Mental Illness, Murder, Revenge, School Bullying, School Violence",8203.0,-0.299,"Chae Jung An, Kim Dong Wook, Kim Sung Gyu","Two friends meet up and recall their experiences as victims of school bullying when they receive a message from a friend from 20 years ago and mysterious serial killings begin to occur.
Kyung Min lives with the trauma of the school violence he experienced twenty years ago and an unexpected case causes his suppressed emotions to reappear. Meanwhile, Detective Jong Suk receives a mysterious message sent from a friend from 20 years ago which reminds him of the school violence that took place back then. Chasing the mysterious message, he tries to put a stop to the murders.
Through these characters with tragic fates, the drama touches on the origin of school violence and the bullying that pervades modern society."
The King: Eternal Monarch,8.1,"Drama, Mystery, Romance, Sci-Fi","Doppelganger, Greed, Male Chases Female First, Male Lead Saves Female Lead, Monarchy, Murder, Parallel Universe, Rich Male Lead, Royalty, Treason",113545.0,0.182,"Jung Eun Chae, Kim Go Eun, Kim Kyung Nam, Lee Jung Jin, Lee Min Ho, Woo Do Hwan","Lee Gon is the third Korean emperor of his generation. His citizens regard him as the perfect leader. But behind this flawless appearance, hides a deep wound. When he was eight years old, his father was murdered before his eyes following a coup. Today, instead of respecting his filial duty, he prefers to escape the palace to attend university conferences. During one of his escapades, he sees himself propelled into a parallel world where he meets Jeong Tae Eul, an inspector with whom he teams up with to defeat the criminals but also close the door between their two worlds.(Source: Yumiko777.eklablog)"
The Legend of the Blue Sea,8.37,"Comedy, Drama, Fantasy, Romance","Bromance, Cohabitation, Eccentric Female Lead, Evil Stepmother, Fated Love, First Love, Greed, Hidden Identity, Interspecies Romance, Mother-Son Relationship, Naive Female Lead, Nice Male Lead, Rich Male Lead, Sassy Female Lead",148563.0,0.261,"Jun Ji Hyun, Lee Hee Joon, Lee Min Ho, Moon So Ri, Park Ji Il, Shin  Won Ho, Shin Hye Sun","How can a mermaid from the Joseon era survive in modern society? Shim Chung is a mermaid who follows her one true love, a nobleman’s son named Kim Ryung from the Joseon Dynasty, to modern-day Seoul. Ryung’s modern doppelgänger is Heo Joon Jae, a highly skilled scam artist who first becomes interested in Shim Chung because of a jade bracelet worth $6 million that Shim Chung wears. With nowhere to go, Shim Chung is taken in by Joon Jae, who also finds his con partners, Jo Nam Doo and Tae Oh, hiding out in his home from a vengeful past victim of their scams. Shim Chung discovers a rival for Joon Jae’s heart in Cha Shi Ah, a researcher at KAIST who deals with ancient artifacts. When a dangerous killer named Ma Dae Yeong, sent by Joon Jae’s stepmother who wants to make her own son the heir to Joon Jae’s fortunes, can Shim Chung survive her strange new environment while also helping Joon Jae avoid the dangers that await him?"
The Master's Sun,8.57,"Comedy, Horror, Romance, Supernatural","Clingy Female Lead, Eccentric Female Lead, Eccentric Male Lead, Ghost, Ghost-seeing Female Lead, Hidden Identity, Obsession, Rich Male Lead, Secondary Couple, Successful Male Lead, Tragic Past, Trauma",89772.0,0.007,"Choi Jung Woo, Gong Hyo Jin, Kim  Mi Kyung, Kim Yoo Ri, Seo In Guk, So Ji Sub","Joo Joong Won is the stingy and greedy CEO of Kingdom, a conglomerate that includes a major department store and hotel. He meets the gloomy Tae Gong Shil, who started seeing ghosts after an accident. Their lives take a new turn as they work together to deal with the terror and sadness brought about by the spirits, while delving into a kidnapping incident in Joong Won's past. And unknowingly, they fell in love with each other. Edit Translation  English Français Español Português"
The Penthouse Season 2: War in Life,8.7,"Drama, Mystery, Thriller","Corruption, Greed, High Class Society, Jealousy, Motherhood, Murder, Revenge, Rich Female Lead, Rich Male Lead, School Bullying",30242.0,-0.236,"Eugene, Kim So Yeon, Lee Ji Ah, Shin Eun Kyung, Uhm Ki Joon, Yoon Jong Hoon","After successfully framing Oh Yoon Hee, Cheon Seo Jin and Joo Dan Tae decided to get married. Their engagement party is interrupted by Oh Yoon Hee and Ha Yoon Cheol, who has just come back from the United States. As the secrets unveil, the relationships among the people at Hera Palace are entangled, yet another mysterious figure appears and confronts them."
The Penthouse: War in Life ,8.7,"Drama, Mystery, Thriller","Greed, High Society, Jealousy, Mother-Daughter Relationship, Motherhood, Multiple Couples, Revenge, Rich Male Lead, School Bullying, School Rivalry",46029.0,-0.178,"Eugene, Kim So Yeon, Lee Ji Ah","The residents of Hera Palace, a luxury penthouse apartment with 100 floors, have many secrets and hidden ambitions. Sim Su Ryeon, who was born into wealth, is the queen of the penthouse apartment. Cheon Seo Jin, the prima donna of the residence, does all she can to give everything to her daughter. Oh Yoon Hee comes from a poor family background, but she strives to enter high society by becoming the queen of the penthouse, the pinnacle of success in her eyes. A battle for wealth, power, and prestige at Seoul’s most coveted penthouse begins."
The Red Sleeve ,8.8,"Drama, Historical, Melodrama, Romance","Common Woman, Death, Joseon Dynasty, King Male Lead, Male Chases Female First, Master-Servant Relationship, Noble Man, Smart Female Lead, Strong Female Lead, Strong Male Lead, Tearjerker",31967.0,-0.248,"Kang Hoon, Lee Jun Ho, Lee Se Young","In Korea during the second half of the 1700s, Yi San is an aloof and perfection-loving young prince. His father’s killing haunts him, although it leaves him in the position to take the throne once his grandfather – the cruel and ruthless current king responsible for Yi San’s father’s death – dies. He has resolved to become a benevolent monarch who will reform the law when he eventually takes the throne, but the way his father was killed has scarred him emotionally.
At court, he meets a young woman named Sung Deok Im. Yi San falls in love with her and tries to convince her to become his official concubine. But Sung Deok Im is strong-willed and free-spirited. She is also intelligent enough to understand that becoming a royal consort to the future king is a prestigious role, but one that would restrict her freedom and likely bring her little in the way of joy. But Yi San’s love for Sung Deok Im is true, and she starts to understand that forming a union with him could ultimately benefit his troubled realm."
The Uncanny Counter,8.8,"Action, Drama, Mystery, Supernatural","Childhood Trauma, Evil Spirit, Found Family, Hidden Identity, Multiple Mains, Nice Male Lead, Orphan Male Lead, Righteous Male Lead, School Bullying, Special Power, Spirit, Strong Female Lead, Teamwork",107940.0,0.032,"Ahn Suk Hwan, Cho Byeong Kyu, Kim Se Jeong, Lee Hong Nae, Yeom Hye Ran, Yoo  Joon Sang, Yoo Joon Sang",Tells the story of demon hunters called Counters who come to earth under the guise of being employees at a noodle restaurant in order to capture evil spirits that have returned to earth in pursuit of eternal life.
The Uncanny Counter ,8.8,"Action, Drama, Mystery, Supernatural","Childhood Trauma, Evil Spirit, Multiple Mains, Nice Male Lead, Orphan Male Lead, Righteous Male Lead, School Bullying, Special Power, Spirit, Strong Female Lead",68841.0,-0.113,"Ahn Suk Hwan, Cho Byeong Kyu, Kim Se Jeong, Yeom Hye Ran, Yoo Joon Sang","It tells the story of demon hunters called Counters who come to earth under the guise of being employees at a noodle restaurant in order to capture evil spirits that have returned to earth in pursuit of eternal life.

So Moon is the youngest of the Counters. After suffering from a mysterious car accident as a child, he eventually becomes a central figure among the Counters.

Do Ha Na has the ability to sense the locations of evil spirits, even those that are hundreds of kilometers away. She can also read the memories of others through touch and works with So Moon to do away with evil spirits.
Ga Mo Tak is a Counter with incredible strength. He’s a former police officer who lost his memory seven years ago after an accident and is unable to stand idle in the face of injustice. Ga Mo Tak is also So Moon’s mentor.
Chu Mae Ok is a Counter with healing abilities. Outwardly, she’s the chef of the noodle restaurant, but among the Counters, she is the emotional pillar of the group.
Choi Jang Mool is the oldest Counter. He’s in charge of all of the Counters’ expenses, and he is a living legend among the Counters in Korea."
Through the Darkness ,8.8,"Crime, Drama, Mystery, Thriller","1990s, 2000s, Calm Male Lead, Empathic Male Lead, Investigation, Kind Male Lead, Murder, Offender Profiling, Suspense, Time Skip",14815.0,-0.312,"Jin Seon Kyu, Kim Nam Gil, Kim So Jin","Back in the 1990s, the citizens of Seoul were gripped with a paralyzing fear after a series of brutal attacks and murders occurred. A mysterious figure dubbed ‘Red Cap’ was stalking women on the streets then killing his prey, seemingly without provocation. His habit of striking at random made it impossible for the detectives to predict his next move. At the top of their minds is what could be triggering him.
Aware of the American F.B.I. and its successful use of criminal profilers to identify serial killers, the head of the Criminal Behavioral Analysis team, Gook Young Soo recruits Song Ha Young, a quiet, reserved, incredibly perceptive former detective for his team. Gook believes using this new psychological method will give the police an edge in capturing 'Red Cap' and ending his killing spree.
Homicide expert Yoon Tae Goo and her officers question the value of this approach and are resistant to entering such uncharted territory. To quell their scorn they need to convince that this radical crime-fighting approach will increase their arrest rates. Does Song Ha Young have the ability to gain the trust of callous criminals while seeing through them? Is he clever enough to outwit them? But more importantly, does he possess the emotional fortitude to withstand the process?"
Tomorrow,8.87,"Action, Drama, Fantasy, Thriller","Afterlife, Attempted Suicide, Coma, Death, Grim Reaper Female Lead, Grim Reaper Male Lead, Suicide, Suicide Prevention, Team Leader Female Lead, Underworld",99622.0,-0.012,"Kim Hae Sook, Kim Hee Sun, Kim Nu Ri, Lee Soo Hyuk, Ro Woon, Rowoon, Yun Ji On, Yun Jin On","Choi Joon Woong seeks a job, but it's hard for him to get hired. One night, he witnesses a man trying to end his life and decides to stop him. He gets acquainted with grim reapers Koo Ryeon and Im Ryoong Gu, who belong to a crisis management team. Their purpose is to prevent people from committing suicide. After Joon Woong ends up in a coma and becomes half-human and half-spirit, he is employed by a company of grim reapers as the newest member of the crisis management team."
Tomorrow ,8.9,"Action, Drama, Fantasy, Thriller","Afterlife, Attempted Suicide, Coma, Death, Grim Reaper Female Lead, Grim Reaper Male Lead, Suicide, Suicide Prevention, Team Leader Female Lead, Underworld",57931.0,-0.171,"Kim Hee Sun, Lee Soo Hyuk, Rowoon, Yun Ji On","Choi Joon Woong seeks a job, but it's hard for him to get hired. One night, he witnesses a man trying to end his life and decides to stop him. He gets acquainted with grim reapers Koo Ryeon and Im Ryoong Gu, who belong to a crisis management team. Their purpose is to prevent people from committing suicide. After Joon Woong ends up in a coma and becomes half-human and half-spirit, he is employed by a company of grim reapers as the newest member of the crisis management team."
Touch Your Heart,8.27,"Comedy, Drama, Law, Romance","Calm Male Lead, Common Lead, Entertainment Industry, Famous Lead, Hardworking Female Lead, Hardworking Male Lead, Law Firm, Naive Female Lead, Nice Male Lead, Opposites Attract, Smart Female Lead, Smart Male Lead, Successful Male Lead",111341.0,0.142,"Lee Dong Wook, Lee Sang Woo, Oh Jung Se, Shim Hyung Tak, Son Sung Yoon, Yoo In Na","Oh Yoon Seo is a popular actress. She is famous for her beautiful appearance, but her acting is bad. She gets involved in a scandal with the son from a chaebol family. Her acting career declines precipitously. Oh Yoon Seo hears that a famous screenwriter wants her to play the lead female role for a drama series. The character works as a secretary for a lawyer. To gain experience for the role, Oh Yoon Seo is required to work as a lawyer's secretary for a few months. Meanwhile, Kwon Jung Rok is an attorney for a law firm. He is arrogant and cold-hearted. One day, his boss asks Kwon Jung Rok to let actress Oh Yoon Seo work as his secretary for 3 months. He is not happy about the situation, but he has to accept."
True Beauty,8.3,"Comedy, Drama, Romance, Youth","Adapted From A Webtoon, Beauty, Beauty Standards, Hidden Identity, High School, Makeover, Nice Female Lead, Popular Male Lead, Secret Crush, Smart Male Lead, Transformation",162611.0,0.326,"Cha Eun Woo, Hwang In Youp, Jang Hye Jin, Moon Ga Young, Mun Ka Young, Park Ho San, Park Yoo Na, Park You Na","True Beauty is a romantic comedy about a high school girl Lim Ju Gyeong, who rises to pretty girl fame after she masters the art of make-up from YouTube. She turns into a goddess because of her makeup skills, but would rather die than reveal her bare face to anyone. It tells her love story with the only boy that saw her without makeup, Lee Su Ho. Lee is an attractive and handsome boy who appears cold because of his dark past but is actually very caring. They grow when they meet each other sharing their secrets and finding love with each other, but can Su Ho make Ju Gyeong find her true beauty?"
Tunnel ,8.6,"Fantasy, Mystery, Sci-Fi, Thriller","Bromance, Character Development, Death, Hardworking Male Lead, Hidden Identity, Murder, Slight Romance, Strong Female Lead, Teamwork, Time Travel",37763.0,-0.19,"Choi Jin Hyuk, Lee Yoo Young, Yoon Hyun Min","In 1986, Park Gwang Ho works as an excellent and enthusiastic detective. His life changes when he’s pursuing leads in a serial homicide case and then passes through a time portal, which transports him to present day Seoul. He meets a new partner Kim Sun Jae, an elite detective who happens to be a bit eccentric, but is one highly skilled investigator. The detective duo will also find help in psychology professor, Shin Jae Yi."
Twenty-Five Twenty-One,8.8,"Drama, Life, Melodrama, Romance","Character Development, Coming Of Age, Competition, Enemies To Friends, Fencing, Friendship, High School, High School To Working Life, IMF Crisis, Nice Male Lead, Nostalgia, Reporter Male Lead",112814.0,0.05,"Bona, Choi Hyun Wook, Kim Tae Ri, Lee Jo Myung, Lee Joo Myung, Nam Joo Hyuk, Seo Jae Hee","In a time when dreams seem out of reach, a teen fencer pursues big ambitions and meets a hardworking young man who seeks to rebuild his life. Na Hee Do is a member of her high school fencing team. Due to the South Korean financial crisis, the high school fencing team gets disbanded. Getting through all the difficulties, she becomes a member of the national fencing team. The South Korean financial crisis also causes Baek Yi Jin’s father's business to go bankrupt. This leads to a life change for Baek Yi Jin, from living the life of a wealthy person to a poor person. While studying, he works part-time jobs like delivering newspapers. Later, he becomes a sports reporter for a broadcasting network."
Twenty-Five Twenty-One ,8.8,"Drama, Life, Melodrama, Romance","Character Development, Coming Of Age, Competition, Fencing, Friendship, High School, High School To Working Life, IMF Crisis, Nice Male Lead, Nostalgia",65148.0,-0.126,"Bona, Choi Hyun Wook, Kim Tae Ri, Lee Joo Myung, Nam Joo Hyuk","In a time when dreams seem out of reach, a teen fencer pursues big ambitions and meets a hardworking young man who seeks to rebuild his life.
Na Hee Do is a member of her high school fencing team. Due to the South Korean financial crisis, the high school fencing team gets disbanded. Getting through all the difficulties, she becomes a member of the national fencing team.
The South Korean financial crisis also causes Baek Yi Jin’s father's business to go bankrupt. This leads to a life change for Baek Yi Jin, from living the life of a wealthy person to a poor person. While studying, he works part-time jobs like delivering newspapers. Later, he becomes a sports reporter for a broadcasting network."
Twinkling Watermelon,9.2,"Drama, Fantasy, Romance, Youth","1990s, Child From The Future, Comedy, Coming Of Age, Deafness, Father-Son Relationship, Friendship, Music, Sign Language, Time Travel",98619.0,-0.077,"Choi Hyun Wook, Choi Se-Kyung, Ha Eun-Gyeol, Ha Yi-Chan, Ryeoun, Seol In Ah, Shin Eun Soo, Yoon Chung-A","In 2023, high school student Eun Gyeol, a CODA with a passion for music, leads a double life as a model pupil by day and a guitarist by night. When he discovers a mysterious music store, he's unexpectedly transported back to 1995, where he meets his father, Ha Yi Chan, as a high schooler. Yi Chan doesn't recognize him and is infatuated with a cellist, Se Kyeong, not Eun Gyeol's mother, Cheong Ah. To set things right, Eun Gyeol joins a band led by Yi Chan, hoping to reunite his future parents and return to the present."
Uncontrollably Fond,8.1,"Comedy, Drama, Melodrama, Romance","Age Gap [Real Life], Illness, Male Chases Female First, Naive Female Lead, Poor Female Lead, Rich Male Lead, Singer Male Lead, Star Crossed Lovers, Tearjerker, Terminal Illness",86949.0,0.084,"Bae Suzy, Im Joo Hwan, Im Ju Eun, Jin Kyung, Kim Woo Bin, Yoo Oh Sung","People change but can the heart adapt? Sin Joon Young and No Eul were in love in their younger days. But uncontrollable circumstances separated them, and they went their separate ways. Joon Young is now a superstar actor and singer, while No Eul has become a producer-director of documentaries. When their paths cross again years later, Joon Young discovers that No Eul is now a very different person than he remembered — materialistic and willing to do anything to get ahead. Is there any hope for Joon Young and No Eul to rekindle their past relationship?(Source: Viki)"
Under the Queen's Umbrella ,9.0,"Comedy, Drama, Historical, Political","Black Comedy, Historical Fiction, Joseon Dynasty, Mother-Son Relationship, Motherhood, Palace Setting, Prince Supporting Character, Queen Female Lead, Royal Family, Royalty",18516.0,-0.335,"Chani, Choi Won Young, Kim Eui Sung, Kim Hae Sook, Kim Hye Soo, Moon Sang Min, Ok Ja Yeon","Within the palace exist troublemaking princes who cause nothing but headaches for the royal family and are about to be turned into proper crown princes. Their mother, Im Hwa Ryeong, is the wife of a great king. But instead of having an aura of elegance and grace, she is a prickly, sensitive, and hot-tempered queen. Once more serene, she changed since people kept pushing her buttons. She is a queen who sometimes abandons her pride and is even known to swear! Every day of her life is full of trials, but she withstands them all, for the sake of her children."
Vagabond,8.5,"Action, Crime, Mystery, Thriller","Agent, Blackmail, Conspiracy, Corruption, Death, Death Of A Child, National Intelligence Service, Plane Crash, Power Struggle, Revenge, Slow Burn Romance, Smart Male Lead, Spy, Strong Male Lead, Teamwork, Terrorist",97211.0,0.048,"Bae Suzy, Baek  Yoon Shik, Kim Min Jong, Lee Seung Gi, Moon Jung Hee, Moon Sung Geun, Shin Sung Rok","Cha Dal Gun becomes an awakened tiger in the face of his nephew’s death in a mysterious plane crash. As an orphan himself, he had raised his nephew singlehandedly in place of his brother who had passed on. Triggered by the large-scale cover-up of the incident, he sets off on a journey to discover the truth. "
Vincenzo,8.97,"Comedy, Crime, Drama, Law","Badass Male Lead, Black Comedy, Bromance, Charming Male Lead, Corruption, Eccentric Female Lead, Father-Daughter Relationship, Injustice, Mafia, Revenge, Skilled Killer, Slight Romance, Smart Female Lead, Smart Male Lead",171730.0,0.235,"Jeon Yeo Been, Jo Han Chul, Kim Yeo Jin, Kwak Dong Yeon, Ok Taec Yeon, Song Joong Ki","At the age of eight, Park Joo Hyeong went to Italy after being adopted. Now an adult, he is known as Vincenzo Cassano to the Mafia, who employ him as a consigliere. Because mafia factions are at war with each other, he flees to South Korea, where he gets involved with Lawyer Hong Cha Young. She is the type of attorney who will do anything to win a case. Now back at his motherland, he gives an unrivaled conglomerate a taste of its own medicine with a side of justice."
Vincenzo ,9.0,"Comedy, Crime, Drama, Law","Badass Male Lead, Bromance, Eccentric Female Lead, Father-Daughter Relationship, Injustice, Mafia, Revenge, Slight Romance, Smart Female Lead, Smart Male Lead",113443.0,0.015,"Jeon Yeo Been, Ok Taec Yeon, Song Joong Ki","At the age of eight, Park Joo Hyeong left for Italy after being adopted. Now an adult, he is known as Vincenzo Cassano and employed by a Mafia family as a consigliere. Due to warring Mafia factions, he flies to South Korea where he gets involved with lawyer Hong Cha Young. She is the type of attorney who will do anything to win a case. Now back in his motherland, he gives an unrivalled conglomerate a taste of his own medicine—with a side of his own version of justice."
